carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2376
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6200
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,9066
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4565
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5839
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,1862
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7668
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,-663
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,3604
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,-965
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5786
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2219
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1861
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5633
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6183
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3346
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9174
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1662
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2584
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,2200
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2522
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,-572
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,250
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,2022
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,548
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7165
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2313
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,2954
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1426
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2428
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5999
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,15318
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,9028
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5564
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1359
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,1135
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1154
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,355
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,9534
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,814
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9433
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2585
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,154
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2938
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,6083
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4566
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,604
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,190
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4735
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,5217
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,511
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,6568
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,-412
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,10336
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,4793
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6337
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4731
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3411
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3413
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1841
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,2347
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,6011
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1945
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5541
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1626
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,789
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,6549
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,760
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,4968
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,5825
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,7875
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,14907
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1452
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3135
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2552
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,8471
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,13195
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5871
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,4218
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,13889
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1861
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4143
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3640
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,835
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1349
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,73
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1966
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,1238
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3256
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,5756
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,888
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2879
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3243
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,1387
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1743
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,322
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,-4
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3412
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1568
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2523
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,-370
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3306
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,8905
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7220
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,892
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1259
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,6478
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,186
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,11074
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3651
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,-223
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,-770
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,5352
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2364
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14518
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,998
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3092
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,2268
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,1675
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,14923
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,442
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,1343
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,990
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,784
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1221
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,138
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,6394
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,2041
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,-68
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,9239
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,-1062
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,8283
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5207
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,7447
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,4121
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,1431
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,10405
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,1251
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,4849
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2249
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,4401
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,5932
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,418
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,15197
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,389
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,5358
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,9352
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,-112
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,-970
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6184
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,661
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,14776
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,-1070
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1564
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,5588
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2815
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,11294
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1097
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4601
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4628
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,9588
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,-189
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3037
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,5873
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,-619
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,527
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,-1241
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,-21
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1433
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,-602
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3576
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,203
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,792
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2523
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,10937
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,1949
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4829
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2488
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,5987
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4577
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,3628
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,320
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,8475
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3970
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3247
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,9465
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,14
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,4276
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6793
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,4911
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,378
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,525
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,1368
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,5781
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,5796
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,6217
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,4791
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,-155
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,1857
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,4165
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,5005
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,8189
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2528
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,8006
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,4430
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,5035
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,390
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,1990
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,6242
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,819
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4809
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1400
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,1078
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,225
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1778
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1603
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,10498
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,-368
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,-134
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,627
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1262
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,14702
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,1545
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4146
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,1025
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,1117
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,11553
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,475
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,6463
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,10107
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5316
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,2163
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,1048
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,13887
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4514
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,5620
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,5981
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,-1098
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,11482
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1673
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,133
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1462
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,3045
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,2137
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5698
0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,4277
1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,6334
0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,344
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,14137
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,5945
0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,1511
0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,1986
1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,6124
1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,6699
0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,3002
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,488
1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,6401
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,913
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,5140
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3150
1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,7005
0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,1966
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,12199
0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,188
0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,576
0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,-488
0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,304
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,914
0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,3572
0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,605
0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,4362
1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,5148
0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2531
0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,1027
1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,6424
1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3467
0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,1051
0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,2918
1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,11359
0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,735
1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,5489
2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,14125
1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,7297
0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,521
1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,4886
1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,7091
0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,793
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,2362
0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,-488
0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,977
0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,-494
2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,15030
0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,3633
0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,-675
0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,1646
1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,5221
2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,14857
0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,4463
0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,1193
0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,433
1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,6693
0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,1618
0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,2045
0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,1559
0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,1580
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1346
0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,433
0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,1070
0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,4339
0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,2085
0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,1675
0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,4060
1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,11348
0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,-760
1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,12399
1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,5830
0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,2749
1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,11119
1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,7089
0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,4620
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,-236
1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,7914
0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,341
0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,2307
0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,4535
1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,6142
0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1423
1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,9079
0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,2875
1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,13058
0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79,33
0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,2709
0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,3778
0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,1576
0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1105
2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,15127
0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,4381
1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,7345
1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,11124
0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,3045
1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49,11594
0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,745
1.0,Premium,I,SI2,62.5,56.0,6.38,6.3,3.96,3755
2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,14756
0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,2041
0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,2734
2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,16050
0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,-393
0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,3220
0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,713
0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,1145
1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10543
0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,-419
0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,862
0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,555
1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5915
1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,9885
0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,-311
0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,2151
1.03,Premium,E,VS2,61.2,59.0,6.53,6.47,3.98,6338
0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,2582
0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,-649
1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,5480
0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,3339
0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,2169
0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,2417
0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,4072
1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,5649
0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,2278
0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,1257
0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,1131
0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,2488
